SDHAF1,19,36486101,36487217
TAAR3,6,132929364,132930441
TCEAL7,X,102585124,102587254
TEX28,X,153498930,153524206
BHLHA15,7,97840739,97842291
DEFB135,8,11839830,11842099
FAM25C,10,49203388,49207825
FAM96B,16,66965958,66968326
FGFBP3,10,93666346,93669240
HIGD2A,5,175815748,175816772
IER3,6,30710976,30712331
MTRNR2L12,3,96336032,96337080
RPS26,12,56435637,56438459
SERF1B,5,69321074,69338940
SPACA5,X,47863734,47869126
TIMM10B,11,6502677,6505909
TIMM13,19,2425622,2427892
TMEM203,9,140098534,140100090
BGLAP,1,156211753,156213112
DEFA1,8,6835171,6837602
PRR20C,13,57715052,57731216
PTGER1,19,14583278,14586174
RPS15,19,1438357,1440493
SMDT1,22,42475695,42480288
TOMM6,6,41755400,41757636
UBE2Q2L,15,84841242,84850986
EIF1AY,Y,22737611,22755040
HES4,1,934342,935552
SFT2D3,2,128459082,128462816
USP17L13,4,9226622,9228573
UPK3BL,7,102277472,102283238
KCNE5,X,108866929,108868401
ATOH7,10,69990381,69991860
BLOC1S4,4,6717782,6719398
C16orf13,16,684427,686366
C19orf60,19,18699495,18703146
C19orf84,19,51891543,51893828
CAMK2N2,3,183977001,183979251
CGB,19,49526126,49527590
CLDND2,19,51870352,51872257
DPM3,1,155112367,155113071
DUSP23,1,159750722,159752333
GABARAP,17,7143333,7146089
GPR150,5,94955782,94957846
LENEP,1,154966062,154966791
MED11,17,4634723,4636905
MT1G,16,56700643,56701977
OLIG1,21,34442450,34444726
PPP1R27,17,79791368,79792926
RANGRF,17,8191815,8193410
RNASE8,14,21525981,21526614
S100A6,1,153507075,153508720
TGFBR3L,19,7981030,7983982
TMUB1,7,150778167,150780633
C11orf68,11,65684279,65686588
CGB5,19,49547141,49548568
HEPN1,11,124789140,124790573
LGALS7,19,39261611,39264132
MESP1,15,90291892,90294541
OR12D1,6,29385057,29386003
OR5H8,3,98030757,98031687
PHLDA2,11,2949503,2950685
SAPCD1,6,31730576,31732628
SMIM10,X,134124968,134126503
TRIM64,11,89701670,89708396
BEX5,X,101408680,101411029
DEFB104B,8,7327830,7332604
HSPB9,17,40273449,40275370
KRTAP22-1,21,31973406,31973701
MARVELD1,10,99472930,99477909
MRGPRG,11,3239174,3240043
TEX40,11,64067918,64072242
NPIPA8,16,18411799,18430593
RAB42,1,28918712,28921955
ARMS2,10,124214169,124216868
HES3,1,6304252,6305638
USP17L22,4,9269345,9271296
ZMYM6NB,1,35447136,35450954
AMELY,Y,6733959,6742068
ATP5G1,17,46970127,46973233
BLOC1S1,12,56109821,56113871
C11orf98,11,62430288,62432689
CFC1,2,131349741,131357148
COX8A,11,63742079,63744015
FUOM,10,135168658,135171539
GADD45G,9,92219928,92221470
GCHFR,15,41056218,41059908
H1FX,3,129033614,129035120
HIST1H4K,6,27798994,27799305
KRTAP21-3,21,32090843,32091095
MT1M,16,56666145,56667898
MT1X,16,56716336,56718108
MTRNR2L13,4,117220032,117221476
OR2AP1,12,55968199,55969128
OTUD1,10,23728387,23731319
POP7,7,100303676,100305118
PPDPF,20,62152077,62153559
PPY,17,42018172,42019836
PRM3,16,11367075,11367498
TMEM14E,3,152058316,152058693
TSTD1,1,161007421,161008780
BHLHE23,20,61637279,61638387
KRTAP7-1,21,32201357,32202078
MRFAP1,4,6641818,6644472
SPRR2B,1,153042700,153043316
STH,17,44076616,44077060
TCEAL1,X,102883632,102885881
TRIAP1,12,120881764,120884215
TXNRD3NB,3,126290632,126291479
CCER2,19,39399620,39402798
COA4,11,73583712,73588033
GUCA2A,1,42628362,42630389
HILPDA,7,128095903,128098472
HSPB6,19,36245469,36248980
KRTAP2-2,17,39210750,39211482
ODF3B,22,50968139,50971009
BANF1,11,65769550,65771620
IFITM1,11,313506,315272
NPIPA7,16,16472912,16487811
DEFB107A,8,7669242,7673238
FAM110D,1,26485511,26489119
GRAP,17,18923986,18950950
FOXE3,1,47881744,47883724
TSPY1,Y,9304564,9327690
C11orf86,11,66742748,66744475
USP17L18,4,9250356,9252307
SPATA31A5,9,41500646,41506922
PPIAL4G,1,147951911,147955750
TMEM216,11,61159159,61166335
PLGLB2,2,88047606,88058312
FAM231D,1,149673900,149677289
ATP5I,4,666225,668127
C19orf24,19,1275437,1279248
CDKN1C,11,2904443,2907111
GPR33,14,31952170,31957151
HIST1H2AJ,6,27782132,27782518
LRRC3C,17,38097727,38101000
LTC4S,5,179220981,179223648
OVOL3,19,36602104,36604613
PTPRCAP,11,67202981,67205538
PYURF,4,89442136,89444964
REP15,12,27849452,27850529
RNASE12,14,21058352,21058982
RPS15A,16,18792617,18801705
SAP25,7,100169851,100171443
SERPINA2,14,94830051,94833035
TCEAL8,X,102507923,102510131
TSPY2,Y,6114264,6117060
UFSP1,7,100486344,100487339
UTF1,10,135043778,135045062
VHLL,1,156268415,156269090
VKORC1,16,31102163,31107301
ZNF26,12,133562951,133609538
AGRP,16,67516474,67517716
C6orf120,6,170102286,170104952
CGB8,19,49550895,49552363
COX8C,14,93813537,93814702
DEFB134,8,11850683,11853821
EVA1B,1,36787632,36789755
FAM180B,11,47608245,47610746
HES6,2,239146908,239149303
IGIP,5,139505520,139508977
PBOV1,6,138537123,138539628
TMSB15A,X,101768604,101771712
C17orf50,17,34087916,34092098
CCL21,9,34709002,34710121
CGB2,19,49535169,49536495
NAT6,3,50333833,50336852
LIPT2,11,74202757,74204778
MZB1,5,138723169,138725770
PF4V1,4,74718906,74719872
GNG13,16,848041,850733
LRRC10B,11,61276272,61278490
OR2A42,7,143929004,143929936
SPRN,10,135234170,135238076
TEX38,1,47134527,47139266
TMEM160,19,47549165,47551888
C9orf16,9,130922539,130926207
NUDT8,11,67395409,67397401
ZNF705D,8,11961898,11973025
TMEM88B,1,1361508,1363167
USP17L3,8,7833915,7835507
GSTT2B,22,24299601,24303373
NME3,16,1820287,1821731
PTH2,19,49925671,49926698
CEBPB,20,48807271,48809226
BEX4,X,102470020,102472174
C19orf52,19,11039409,11044211
CDK2AP2,11,67273968,67276120
CFD,19,859643,863630
GSC,14,95234553,95236567
HES7,17,8023908,8027410
HIST1H3A,6,26020718,26021128
KRTAP29-1,17,39458078,39459103
KRTAP8-1,21,32185015,32185570
LST1,6,31553901,31556686
MRPS26,20,3026591,3028900
MT2A,16,56642111,56643409
NNAT,20,36149617,36152095
NPFF,12,53900474,53901422
OAZ1,19,2269508,2273489
RETN,19,7733930,7735340
RNASE6,14,21249210,21250626
SHISA8,22,42305558,42310671
ATP5D,19,1241745,1244825
B3GALT6,1,1167645,1170421
BEX2,X,102564274,102565974
CYSRT1,9,140119087,140120763
FAM32A,19,16296191,16302857
KLF2,19,16435628,16438685
MCCD1,6,31496494,31498009
MUSTN1,3,52867130,52869235
NANOS1,10,120789228,120793244
PPP1R11,6,30034486,30038110
PRAF2,X,48928813,48931730
S100A1,1,153600402,153604515
SMIM5,17,73629514,73637484
C14orf142,14,93669239,93673439
CCL27,9,34661877,34664045
FAM43B,1,20878932,20881503
HSBP1L1,18,77724561,77730822
KRTAP19-8,21,32410478,32410795
KRTAP21-1,21,32127148,32127746
OR51J1,11,5423827,5424777
PATE3,11,125658006,125661495
SSNA1,9,140083099,140084822
WFDC12,20,43752066,43753106
AREG,4,75310851,75320726
KRTAP19-4,21,31869142,31869451
LGALS7B,19,39279851,39282389
NPM3,10,103541082,103543170
ENHO,9,34521038,34523039
OR2A1,7,144015218,144016150
MESDC1,15,81293285,81298129
MBD3L3,19,7056220,7058651
LIMS3,2,110656005,110672212
CTAGE8,7,143963794,143966381
FOXD4L4,9,42717475,42719704
CDKN2D,19,10677138,10679735
PPP1R35,7,100032905,100034188
ACTL10,20,32254304,32256331
C11orf94,11,45928085,45928833
C2CD4D,1,151810295,151813033
CAMK2N1,1,20808884,20812713
EIF1AD,11,65764016,65769647
EXOSC6,16,70280681,70285833
HIST3H2BB,1,228645808,228648171
MAGEB5,X,26234286,26236387
MRFAP1L1,4,6709428,6711607
MT1H,16,56703726,56705041
MTRNR2L7,10,37890368,37891902
PYDC1,16,31227283,31228680
RASD1,17,17397751,17399709
RPL29,3,52027616,52029958
SSX2B,X,52780209,52819350
TAL2,9,108424738,108425393
TCP11X2,X,101629549,101726732
TRNP1,1,27320198,27327389
ANKRD9,14,102968097,102976136
CAMP,3,48264837,48266981
CNFN,19,42891171,42894439
COX14,12,50505762,50514240
COX6A1,12,120875893,120878545
FAM103A1,15,83654959,83659809
GFER,16,2034208,2037750
ISCA2,14,74960423,74963809
KLLN,10,89618918,89623194
KRTAP3-3,17,39149682,39150385
RAC3,17,79989500,79992080
SUMO4,6,149721363,149722428
WBP5,X,102611373,102613397
CD52,1,26644448,26647014
MRPL36,5,1798500,1801480
PSENEN,19,36236015,36238420
PSPN,19,6375159,6379069
SPIN2A,X,57160963,57164058
TMEM256,17,7306294,7307456
CKS2,9,91926113,91931618
EBLN1,10,22497743,22498950
GAGE12D,X,49306370,49313697
HSPA1A,6,31783241,31785723
KRTAP6-2,21,31970909,31971221
MDK,11,46402306,46405387
C19orf70,19,5678432,5680907
GAGE12H,X,49344586,49351904
MEA1,6,42979832,42981706
DEFB136,8,11831446,11832108
RPS27,1,153963235,153964626
CCL1,17,32687347,32690250
CLPSL2,6,35744371,35747329
CRH,8,67088617,67090960
DNPH1,6,43193367,43197222
HIST1H4J,6,27791886,27792258
ID4,6,19837617,19840915
KRTAP21-2,21,32119112,32119551
LAGE3,X,153706108,153707596
LY6G6D,6,31683133,31685581
MRPL41,9,140445651,140447007
NRARP,9,140194934,140196703
RNASE13,14,21500979,21502944
SOX18,20,62678935,62680994
SPIN2B,X,57144984,57147980
UCN2,3,48599160,48601206
ZNHIT2,11,64883875,64885180
ARL4C,2,235401685,235405697
COX7C,5,85913721,85916779
DEFB132,20,238377,241737
DEFB133,6,49913814,49917157
EIF4EBP3,5,139927251,139929163
GNRH2,20,3024268,3026393
HIST1H2AL,6,27833133,27833525
IER5L,9,131937831,131940541
KRTAP20-2,21,32007555,32007938
PF4,4,74846794,74847841
PRH2,12,11081835,11084940
SDF2L1,22,21996550,21998587
SSX4B,X,48261520,48271355
TIMP1,X,47441712,47446188
TMA7,3,48481667,48485616
C6orf48,6,31802385,31807543
C8orf82,8,145751117,145754516
CXCL10,4,76942270,76944650
HIST1H2BI,6,26273204,26273584
PRM2,16,11369496,11370337
SMIM22,16,4838398,4846492
TMEM200B,1,29445940,29450447
TTC36,11,118398187,118401912
VPREB3,22,24094930,24096655
C20orf202,20,1184098,1188918
CRIP1,14,105952654,105955284
CTRB2,16,75237994,75241083
FGF22,19,639879,643703
GAGE12E,X,49315936,49323252
KRTAP12-1,21,46101491,46102078
NKX1-1,4,1396720,1400119
OPN1MW,X,153448085,153461626
PYDC2,3,191178952,191179245
TMEM239,20,2796948,2800930
DNAJC30,7,73095299,73097783
HSPA1B,6,31795512,31798032
POLD4,11,67118248,67124443
C19orf33,19,38794801,38795649
SPATA31A1,9,39355666,39361959
NDUFA4L2,12,57628686,57634498
RPP21,6,30312908,30314661
C17orf96,17,36827956,36831674
DEFB106B,8,7340026,7343922
C1QTNF5,11,119209652,119211593
HBG1,11,5269313,5271122
FOXD4L3,9,70917783,70919821
BCL2L10,15,52401460,52404972
BLOC1S3,19,45682003,45685059
C20orf144,20,32250090,32253425
C2CD4A,15,62359176,62363116
C4orf46,4,159587831,159593407
CRB3,19,6463788,6467232
CSNK2A3,11,11373489,11374904
DCXR,17,79993012,79995608
DPM2,9,130697378,130700763
FAM127A,X,134166396,134167576
FXYD1,19,35629712,35634013
HSPB1,7,75931861,75933612
INS,11,2181009,2182571
LIME1,20,62367635,62370456
MRPS17,7,56019512,56024194
NPPC,2,232786530,232791113
NT5C,17,73126320,73127890
OR2V1,5,180551357,180552304
PYCARD,16,31212806,31214771
RPS25,11,118886422,118889401
S100P,4,6694796,6698897
SBK3,19,56052023,56056909
SLC22A31,16,89262169,89268072
SMIM10L2A,X,134555868,134561999
ZNRD1,6,30026676,30032686
C1orf122,1,38272651,38275126
C22orf15,22,24105208,24108048
ERAS,X,48687283,48688548
HIST1H2BL,6,27775222,27775709
HYPM,X,37850070,37850570
LSM2,6,31765173,31774761
MRPL51,12,6601052,6603007
NDUFB11,X,47001615,47004903
NRTN,19,5823813,5828335
OVCA2,17,1945230,1946724
PGP,16,2261998,2264808
PPP1R14B,11,64011952,64014413
SPINT3,20,44141101,44144264
TGIF2LY,Y,3447082,3448082
TMEM208,16,67261006,67263181
TRIM49D1,11,89644279,89654935
ARL14,3,160394947,160396240
C6orf1,6,34214157,34217247
CENPBD1,16,90036199,90038942
LCE3A,1,152595310,152595579
SPATA25,20,44515128,44516274
TMEM89,3,48658192,48659288
UQCC3,11,62437745,62441159
C17orf59,17,8091651,8094225
CTAGE4,7,143880559,143883146
EID2,19,40028890,40030870
HCST,19,36393382,36395279
MRPS34,16,1821891,1823156
PRR33,11,1910375,1912084
TIGD1,2,233412678,233415302
USP17L7,8,11989926,11991953
COX6B2,19,55860674,55866182
CTAGE15,7,143268894,143271480
OR2A4,6,132021609,132022541
TCAP,17,37820440,37822808
KRTAP3-2,17,39155445,39156146
CHCHD10,22,24108021,24110630
TAX1BP3,17,3566190,3571976
RIMBP3B,22,21737663,21743767
ANXA2R,5,43039183,43043272
AVP,20,3063202,3065370
BST2,19,17513748,17516457
C19orf43,19,12841454,12845589
CHMP1B,18,11851395,11854448
DEFB107B,8,7353368,7366833
HIST1H2BA,6,25727137,25727520
ID1,20,30193086,30194318
IFI6,1,27992572,27998729
IGFL1,19,46733009,46734500
KRTAP5-6,11,1718425,1718985
MIA,19,41277553,41283395
MRPL17,11,6702013,6704632
MT1E,16,56659387,56661024
NUDT16L1,16,4743695,4745860
PHPT1,9,139743176,139745479
PINLYP,19,44080952,44088116
POP5,12,121016567,121019201
PSMG3,7,1606966,1610641
RAX2,19,3769087,3772219
RIPPLY1,X,106143293,106146565
SNAPIN,1,153631130,153634306
SRSF10,1,24291294,24307417
SYNGR3,16,2039661,2044276
TRMT112,11,64083932,64085556
UQCRQ,5,132202252,132203723
YPEL3,16,30103635,30108236
ANAPC13,3,134196548,134205558
ATP5E,20,57600522,57607437
CTRB1,16,75252898,75258822
EXOSC4,8,145133529,145135550
GPX4,19,1103925,1106790
HIST1H3H,6,27777842,27779078
HIST1H4F,6,26240654,26240965
IL13,5,131991955,131996802
NAT14,19,55996371,55998935
SLURP1,8,143822362,143823829
TMEM251,14,93651296,93653434
UBL4A,X,153712056,153715009
UQCR11,19,1597171,1605489
KRTAP25-1,21,31661463,31661832
MGP,12,15034115,15038860
TMEM141,9,139685807,139687709
TMEM249,8,145575878,145578574
C9orf142,9,139886870,139888436
CHST14,15,40763197,40766770
CUTA,6,33384219,33386094
KRTAP12-4,21,46074130,46074576
KRTAP4-4,17,39315903,39316983
RHOV,15,41164412,41166487
RPS21,20,60962172,60963576
CLDN7,17,7163222,7167302
DRAP1,11,65686728,65689032
HCFC1R1,16,3072621,3074287
OR11H2,14,20181095,20182079
USP17L1,8,7189909,7191501
AHSP,16,31539185,31540124
PRR34,22,46445358,46450024
TRIM74,7,72430016,72439997
EID2B,19,40021630,40023494
PRR18,6,166718788,166721936
GALR3,22,38219389,38221502
CRCT1,1,152486978,152488486
APRT,16,88875747,88878352
BEX1,X,102317579,102319168
CKS1B,1,154947129,154951725
DEFB104A,8,7693993,7698764
DEFB128,20,168494,170322
EDF1,9,139756571,139760738
GNRH1,8,25276776,25282170
HDDC3,15,91473194,91475799
IFI27L2,14,94594116,94596590
JTB,1,153946745,153950164
KAAG1,6,24357131,24358512
LEAP2,5,132208014,132210738
MRPS16,10,75008601,75012451
MT1F,16,56691606,56694610
NHLRC4,16,616996,619495
PSME1,14,24605367,24608176
RASSF10,11,13031124,13033653
SPINT4,20,44350990,44354469
SSSCA1,11,65337901,65341413
TMEM88,17,7758383,7759417
CCL4,17,34430983,34433014
GNG10,9,114423615,114432526
GPHA2,11,64701943,64703360
HIST1H2BK,6,27114197,27114577
MRPL52,14,23299088,23304246
NAT8B,2,73927703,73928467
OXLD1,17,79632066,79633665
S100A14,1,153586731,153589462
SCAND1,20,34541539,34547394
SPRR2A,1,153028589,153030013
SST,3,187386694,187388187
TIMM8A,X,100600649,100604184
TMEM42,3,44903361,44907162
TRAPPC1,17,7833663,7835441
TREX1,3,48507210,48509044
TTC9B,19,40721965,40724306
ADM,11,10326227,10328944
C1GALT1C1L,2,43902519,43903461
C20orf141,20,2795633,2796479
DEFB108B,11,71544246,71548756
H2BFM,X,103294516,103297021
INSM1,20,20348765,20351593
JUND,19,18390570,18392432
LRRC73,6,43474707,43478424
MIXL1,1,226411319,226414755
PCP2,19,7696497,7698634
POLE3,9,116169515,116172952
TNFAIP8L2,1,151129105,151132225
DEFA6,8,6782215,6783598
NRN1L,16,67918708,67922758
RPL38,17,72199721,72206794
WFDC10A,20,44258165,44259835
ANKRD65,1,1353800,1357149
